Employee_ID,Age,Experience_Years,Department,Education,Gender,Performance_Rating,Training_Score,Attendance_Percentage,Projects_Completed,Salary,Promotion
369,21.0,15,Marketing,Masters,Female,2.0,84.0,84.24,13,70942,No
370,54.0,17,Marketing,Bachelors,Male,2.0,41.0,77.13,11,71616,No
371,52.0,5,Marketing,Bachelors,Male,5.0,64.0,61.08,5,49108,Yes
372,45.0,4,HR,Masters,Male,5.0,52.0,91.34,2,43458,No
373,21.0,15,Finance,PhD,Male,5.0,97.0,60.42,7,72756,Yes
374,36.0,12,Finance,,Male,4.0,78.0,90.48,14,65853,Yes
375,59.0,4,IT,Masters,Male,2.0,,95.73,2,38709,No
376,25.0,12,Marketing,Bachelors,Male,3.0,81.0,77.31,14,58936,No
377,42.0,16,Finance,,Male,5.0,94.0,81.42,6,76091,Yes
378,49.0,17,IT,PhD,Male,5.0,45.0,79.08,10,76968,No
379,23.0,7,Finance,Bachelors,Male,2.0,42.0,75.57,3,47297,No
380,32.0,12,Marketing,,Female,5.0,97.0,95.5,9,64203,Yes
381,46.0,18,Sales,Masters,Female,4.0,74.0,95.76,3,83499,Yes
382,36.0,2,Marketing,Bachelors,Female,4.0,,73.43,11,34173,No
383,57.0,7,HR,PhD,Female,5.0,50.0,84.6,12,46889,No
384,42.0,1,Finance,Masters,Male,2.0,93.0,97.08,12,30984,No
385,49.0,7,Finance,PhD,Female,2.0,59.0,98.48,3,49173,No
386,34.0,12,HR,,Female,2.0,44.0,80.36,5,62382,No
387,48.0,12,HR,Bachelors,Male,1.0,58.0,78.11,7,56531,No
388,25.0,0,Sales,Masters,Female,5.0,61.0,71.15,14,25801,No
389,50.0,5,Finance,,Female,2.0,98.0,98.35,8,42234,No
390,25.0,18,Finance,Bachelors,Male,,99.0,65.71,12,80349,Yes
391,32.0,15,Sales,Bachelors,Male,3.0,58.0,83.19,11,74005,No
392,36.0,7,IT,PhD,Male,3.0,86.0,71.3,7,51969,No
393,46.0,0,Sales,PhD,Female,2.0,,71.16,9,22201,No
394,,15,Marketing,Bachelors,Female,,63.0,76.2,5,66349,No
395,41.0,8,Finance,Bachelors,Male,3.0,,99.95,10,54759,No
396,59.0,12,HR,Bachelors,Male,1.0,43.0,62.2,11,62321,No
397,,10,Marketing,Masters,Female,4.0,54.0,83.14,3,62972,No
398,53.0,12,Finance,Masters,Male,4.0,64.0,63.3,6,59583,Yes
399,50.0,9,Sales,Masters,Female,1.0,83.0,66.18,5,47377,No
400,57.0,3,Marketing,Bachelors,Male,,94.0,77.58,12,32028,No
401,43.0,5,Finance,PhD,Male,3.0,74.0,80.42,4,43694,No
402,,6,IT,Bachelors,Female,5.0,94.0,70.35,12,49196,Yes
403,25.0,4,IT,Masters,Male,3.0,53.0,72.66,2,40083,No
404,56.0,10,HR,Masters,Male,1.0,88.0,63.48,7,50401,No
405,54.0,12,Finance,,Male,4.0,58.0,72.13,13,62185,No
406,51.0,18,IT,Bachelors,Female,,77.0,98.66,5,80285,No
407,30.0,9,Sales,Masters,Male,,75.0,97.79,4,61354,Yes
408,39.0,9,Finance,Masters,Male,3.0,46.0,73.4,12,54772,No
409,52.0,10,Sales,Masters,Male,2.0,69.0,82.83,14,57490,No
410,21.0,6,Sales,Bachelors,Male,3.0,58.0,96.38,8,42347,No
411,25.0,17,IT,Masters,Male,1.0,88.0,60.25,9,68788,No
412,24.0,3,Finance,Masters,Male,4.0,64.0,92.43,9,36945,No
413,36.0,1,Marketing,PhD,Female,4.0,55.0,97.93,3,28889,No
414,44.0,13,IT,Bachelors,Female,1.0,,63.65,3,65569,No
415,36.0,12,IT,PhD,Male,2.0,93.0,66.46,5,60273,No
416,22.0,11,Finance,PhD,Female,1.0,79.0,98.43,5,53272,No
417,48.0,6,Finance,Masters,Female,3.0,,81.5,10,48069,No
418,52.0,1,Sales,Bachelors,Male,1.0,47.0,60.57,2,25234,No
419,47.0,12,Finance,,Female,1.0,57.0,70.31,1,62769,No
420,40.0,13,Sales,Bachelors,Female,2.0,67.0,78.0,8,64902,No
421,44.0,16,IT,PhD,Female,3.0,,87.72,3,76612,No
422,32.0,8,HR,Bachelors,Female,5.0,91.0,89.33,1,51492,Yes
423,55.0,16,Marketing,Masters,Female,5.0,58.0,99.82,1,79745,No
424,,7,IT,Masters,Female,,81.0,71.5,11,53574,Yes
425,53.0,1,Finance,Masters,Female,1.0,,81.53,2,24240,No
426,,12,Marketing,,Female,4.0,,81.33,6,61322,Yes
427,32.0,2,HR,PhD,Male,2.0,52.0,76.23,6,30298,No
428,23.0,15,HR,PhD,Male,5.0,,66.77,14,71861,No
429,21.0,5,Sales,Bachelors,Female,1.0,66.0,99.1,3,38620,No
430,53.0,18,Marketing,Masters,Female,2.0,49.0,94.13,12,77047,No
431,,6,Sales,,Male,2.0,73.0,79.93,4,44581,No
432,,9,IT,Masters,Female,1.0,75.0,84.13,12,51320,No
433,33.0,8,Marketing,Bachelors,Female,2.0,64.0,69.09,13,44098,No
434,,1,IT,Masters,Male,1.0,45.0,81.75,2,25247,No
435,51.0,14,Sales,PhD,Male,,63.0,87.8,2,60734,No
436,22.0,4,Marketing,PhD,Male,3.0,,80.61,7,37663,No
437,55.0,3,Sales,Masters,Female,4.0,62.0,99.61,13,37909,No
438,43.0,19,Marketing,Bachelors,Female,2.0,45.0,84.45,1,79416,No
439,37.0,3,Sales,Masters,Male,,68.0,74.84,7,34302,No
440,46.0,17,HR,Bachelors,Male,3.0,64.0,90.89,14,79593,No
441,28.0,3,Sales,Masters,Female,3.0,94.0,66.82,12,30680,No
442,,16,HR,PhD,Male,3.0,56.0,75.38,14,77163,No
443,46.0,11,Sales,Bachelors,Female,,85.0,73.88,12,60070,Yes
444,30.0,16,Marketing,Bachelors,Female,5.0,63.0,77.27,14,79668,Yes
445,46.0,9,Marketing,Bachelors,Male,5.0,50.0,91.27,1,60001,No
446,54.0,0,Marketing,PhD,Male,1.0,,79.37,14,26921,No
447,27.0,17,Finance,Masters,Female,2.0,90.0,91.76,6,72191,No
448,24.0,17,IT,PhD,Male,4.0,73.0,83.06,3,82859,Yes
449,31.0,13,Marketing,Bachelors,Male,1.0,67.0,73.68,8,65804,No
450,49.0,14,HR,Masters,Male,2.0,42.0,92.4,6,68586,No
451,56.0,11,Marketing,,Male,2.0,50.0,69.53,11,60872,No
452,45.0,3,Finance,Bachelors,Female,3.0,77.0,68.98,2,39164,No
453,41.0,2,HR,Bachelors,Female,3.0,53.0,80.18,8,29846,No
454,,19,Finance,PhD,Female,1.0,90.0,70.43,5,76463,No
455,30.0,11,HR,PhD,Female,3.0,65.0,60.36,8,60837,No
456,57.0,6,Sales,PhD,Male,2.0,87.0,85.93,8,41922,No
457,29.0,10,IT,Bachelors,Male,3.0,60.0,80.44,6,55392,No
458,44.0,0,IT,PhD,Female,5.0,93.0,77.82,2,28183,No
459,55.0,5,Finance,Bachelors,Female,3.0,95.0,98.68,8,39167,No
460,55.0,14,IT,PhD,Male,2.0,78.0,82.85,11,63997,No
461,56.0,14,Finance,Bachelors,Female,1.0,69.0,94.54,6,65521,No
462,38.0,18,Finance,Bachelors,Female,4.0,98.0,65.58,6,80227,Yes
463,59.0,10,Finance,Masters,Male,3.0,47.0,82.77,8,57564,No
464,52.0,1,IT,PhD,Female,2.0,90.0,94.72,1,31920,No
465,44.0,13,Finance,PhD,Male,4.0,,83.32,2,64024,No
466,43.0,1,IT,Bachelors,Male,4.0,87.0,88.72,12,26329,No
467,52.0,3,Finance,Bachelors,Female,5.0,71.0,74.88,12,36486,No
468,57.0,16,Marketing,Bachelors,Male,4.0,61.0,63.7,9,72155,Yes
469,32.0,2,Finance,,Female,2.0,98.0,78.32,11,29477,No
470,33.0,12,HR,Masters,Male,2.0,46.0,75.78,12,57185,No
471,43.0,8,Finance,Bachelors,Female,3.0,,94.68,8,52086,No
472,45.0,6,Sales,PhD,Female,3.0,,69.76,12,41317,No
473,55.0,14,Finance,PhD,Female,3.0,40.0,98.67,7,66621,No
474,50.0,10,HR,Masters,Male,4.0,68.0,98.33,7,57491,Yes
475,37.0,19,HR,Masters,Male,4.0,47.0,69.91,5,82511,No
476,40.0,1,IT,Bachelors,Female,5.0,95.0,73.92,2,35842,No
477,45.0,14,Marketing,PhD,Male,3.0,,95.82,11,71641,No
478,42.0,13,Finance,Bachelors,Female,1.0,43.0,98.66,6,65546,No
479,33.0,19,IT,Masters,Female,5.0,74.0,77.74,10,89848,Yes
480,39.0,10,Marketing,PhD,Male,1.0,98.0,72.84,3,52404,No
481,56.0,2,Finance,PhD,Female,4.0,42.0,81.04,4,34393,No
482,32.0,16,Sales,Masters,Male,5.0,93.0,87.51,13,74293,Yes
483,39.0,11,Finance,Bachelors,Female,5.0,84.0,70.94,10,60465,Yes
484,32.0,14,HR,,Male,2.0,79.0,89.46,12,64175,No
485,29.0,15,HR,PhD,Female,4.0,46.0,62.07,11,75849,No
486,27.0,4,Sales,Masters,Female,4.0,66.0,61.97,2,44425,Yes
487,48.0,19,IT,PhD,Male,5.0,40.0,75.45,14,91629,No
488,34.0,5,Marketing,Masters,Female,4.0,66.0,74.14,2,46444,Yes
489,51.0,18,Finance,Bachelors,Female,5.0,55.0,72.63,12,87210,No
490,39.0,4,HR,Masters,Male,2.0,77.0,79.64,8,33759,No
491,36.0,2,IT,Bachelors,Female,5.0,46.0,72.83,8,36255,No
492,25.0,0,Sales,Masters,Male,4.0,83.0,67.69,10,31414,No
493,55.0,5,HR,PhD,Female,4.0,62.0,72.38,6,38002,Yes
494,32.0,14,Sales,Bachelors,Male,5.0,80.0,99.0,13,75130,Yes
495,45.0,1,Finance,PhD,Female,5.0,98.0,76.44,5,29259,No
496,41.0,2,Marketing,PhD,Female,5.0,50.0,77.79,8,39190,No
497,56.0,16,HR,Bachelors,Female,3.0,81.0,83.06,4,73323,No
498,43.0,11,HR,Bachelors,Male,4.0,92.0,99.33,11,61773,Yes
499,36.0,17,Finance,PhD,Male,4.0,72.0,69.66,4,76568,Yes
500,59.0,14,IT,PhD,Male,3.0,89.0,87.25,5,64885,No
501,59.0,11,Marketing,PhD,Male,5.0,75.0,88.64,1,65060,Yes
502,34.0,15,HR,PhD,Female,2.0,76.0,84.29,1,71844,No
503,51.0,7,Marketing,Bachelors,Female,5.0,80.0,63.54,2,52111,Yes
504,25.0,13,HR,Bachelors,Male,5.0,,87.07,14,73491,Yes
505,,16,Marketing,PhD,Male,3.0,56.0,62.56,8,71338,No
506,43.0,7,Sales,Masters,Male,4.0,74.0,83.85,7,53268,Yes
507,,14,HR,Masters,Female,5.0,87.0,89.58,10,70758,Yes
508,31.0,13,Marketing,Bachelors,Male,4.0,44.0,68.44,9,66810,No
509,38.0,17,IT,PhD,Male,1.0,87.0,93.66,5,77139,No
510,32.0,19,Sales,PhD,Female,4.0,71.0,61.21,2,86791,Yes
511,29.0,6,Sales,Bachelors,Female,2.0,42.0,93.75,7,44171,No
512,30.0,2,IT,Masters,Male,2.0,91.0,78.41,8,27731,No
513,37.0,11,Marketing,Masters,Female,,86.0,68.7,12,58869,Yes
514,,2,Finance,Masters,Male,4.0,74.0,65.35,7,34166,No
515,,19,IT,Bachelors,Female,5.0,91.0,98.13,14,82093,Yes
516,33.0,13,Marketing,Masters,Male,3.0,53.0,62.91,7,62987,No
517,29.0,14,IT,Bachelors,Male,2.0,87.0,67.96,12,70967,No
518,47.0,13,IT,,Male,5.0,70.0,73.91,14,72627,Yes
519,,6,HR,,Male,3.0,,84.81,5,43947,No
520,,16,Marketing,Masters,Female,5.0,56.0,81.79,2,79651,No
521,49.0,11,Finance,Bachelors,Female,4.0,99.0,65.03,6,62979,Yes
522,,19,HR,Masters,Female,4.0,63.0,71.59,4,86794,Yes
523,58.0,3,IT,Masters,Female,4.0,91.0,69.55,10,38524,No
524,39.0,8,IT,PhD,Male,4.0,62.0,68.54,2,50144,Yes
525,28.0,5,IT,Masters,Male,1.0,57.0,76.45,12,35587,No
526,21.0,15,Marketing,PhD,Female,3.0,89.0,88.16,9,66076,No
527,42.0,1,Marketing,Bachelors,Female,3.0,93.0,68.7,7,33007,No
528,37.0,7,HR,Masters,Female,4.0,53.0,74.67,6,52959,No
529,27.0,10,Finance,Bachelors,Female,1.0,89.0,75.64,12,53553,No
530,45.0,12,HR,Masters,Female,4.0,54.0,99.06,5,67297,No
531,24.0,16,Sales,Bachelors,Male,1.0,54.0,98.19,3,71694,No
532,56.0,7,IT,Masters,Male,,45.0,92.01,12,46873,No
533,26.0,17,IT,Masters,Male,,66.0,69.67,10,73346,No
534,,17,IT,Masters,Female,2.0,54.0,62.72,10,77024,No
535,39.0,13,HR,Masters,Female,5.0,89.0,72.68,4,67148,Yes
536,,14,HR,Masters,Female,4.0,75.0,70.67,3,74657,Yes
537,,5,IT,Masters,Female,3.0,94.0,80.24,12,36244,No
538,30.0,10,HR,Masters,Male,5.0,47.0,91.11,11,57625,No
539,46.0,12,Marketing,Masters,Male,2.0,54.0,94.33,8,58849,No
540,39.0,0,Marketing,Masters,Female,4.0,42.0,93.79,3,32597,No
541,59.0,5,HR,Bachelors,Male,5.0,86.0,74.39,7,49173,Yes
542,23.0,8,IT,,Male,4.0,52.0,87.49,7,54737,No
543,33.0,7,HR,Masters,Female,2.0,80.0,72.51,7,48333,No
544,48.0,10,HR,PhD,Female,5.0,73.0,62.44,13,55892,Yes
545,40.0,18,HR,Masters,Female,2.0,63.0,88.06,7,78487,No
546,48.0,8,Sales,Masters,Female,1.0,79.0,60.39,14,48251,No
547,28.0,16,Marketing,Bachelors,Female,2.0,71.0,76.37,2,74310,No
548,59.0,11,Finance,Bachelors,Female,4.0,71.0,73.18,10,58399,Yes
549,21.0,13,Finance,PhD,Male,3.0,69.0,87.74,3,64640,No
550,23.0,14,Sales,,Male,,,90.65,10,63960,No
551,33.0,15,HR,Bachelors,Female,3.0,88.0,72.16,9,73325,No
552,48.0,19,Sales,PhD,Male,1.0,52.0,92.47,3,75469,No
553,45.0,0,Sales,Bachelors,Female,5.0,40.0,71.76,2,28374,No
554,53.0,9,IT,Masters,Female,5.0,73.0,77.85,9,60847,Yes
555,58.0,7,Marketing,PhD,Female,3.0,54.0,89.08,13,50234,No
556,26.0,17,Finance,PhD,Female,5.0,83.0,87.72,10,83923,Yes
557,52.0,0,HR,,Male,2.0,53.0,99.49,9,24122,No
558,41.0,1,Finance,Bachelors,Female,3.0,96.0,69.01,4,33852,No
559,,0,Finance,PhD,Male,4.0,68.0,86.49,14,28387,No
560,41.0,0,Marketing,PhD,Female,2.0,73.0,84.39,12,26631,No
561,31.0,8,Finance,,Female,2.0,57.0,96.6,9,50226,No
562,57.0,12,Finance,Masters,Female,2.0,93.0,66.25,3,60108,No
563,56.0,0,Sales,Bachelors,Male,4.0,46.0,90.07,7,25224,No
564,55.0,12,Marketing,,Female,1.0,68.0,82.73,7,55110,No
565,39.0,19,IT,Bachelors,Female,5.0,94.0,70.99,11,82957,Yes
566,40.0,6,HR,Bachelors,Female,3.0,70.0,78.98,8,46146,No
567,38.0,1,Finance,Masters,Male,1.0,64.0,73.35,10,20560,No
568,34.0,5,HR,PhD,Male,3.0,77.0,83.17,4,45522,No
569,35.0,6,IT,PhD,Male,5.0,53.0,95.56,3,50413,No
570,51.0,13,HR,PhD,Female,4.0,47.0,82.77,3,63312,No
571,21.0,17,IT,Masters,Male,2.0,66.0,85.27,12,71821,No
572,23.0,14,Sales,,Female,2.0,93.0,80.75,5,66646,No
573,36.0,1,Finance,Masters,Male,4.0,41.0,62.05,11,30945,No
574,43.0,9,IT,Masters,Male,1.0,56.0,69.31,14,49374,No
575,31.0,11,HR,Masters,Female,1.0,76.0,79.68,1,52651,No
576,32.0,16,Finance,PhD,Male,3.0,53.0,72.41,10,78933,No
577,30.0,7,Sales,Bachelors,Female,4.0,64.0,67.27,3,48701,Yes
578,52.0,10,Finance,PhD,Female,1.0,95.0,80.17,14,49877,No
579,36.0,2,IT,,Male,4.0,69.0,72.91,6,34582,No
580,28.0,5,Sales,Masters,Female,5.0,68.0,70.32,3,45390,Yes
581,58.0,8,HR,Bachelors,Female,2.0,59.0,78.56,5,47083,No
582,32.0,5,Sales,PhD,Male,2.0,60.0,65.33,9,34745,No
583,44.0,8,Sales,PhD,Male,2.0,92.0,97.11,2,51749,No
584,48.0,6,Marketing,Bachelors,Female,4.0,61.0,94.71,11,41941,Yes
585,,8,Sales,Masters,Male,4.0,74.0,88.3,2,51023,Yes
586,48.0,17,Sales,Masters,Female,3.0,76.0,64.25,12,74296,No
587,56.0,11,Finance,,Female,2.0,55.0,91.04,6,52939,No
588,46.0,7,HR,Bachelors,Male,3.0,89.0,92.32,6,43610,No
589,28.0,7,Finance,Masters,Male,2.0,97.0,90.71,11,46300,No
590,,17,Finance,Masters,Male,3.0,88.0,64.56,11,73725,No
591,48.0,19,IT,PhD,Male,3.0,82.0,85.76,8,87176,No
592,57.0,14,Finance,Masters,Female,5.0,56.0,93.37,12,76779,No
593,56.0,6,Marketing,Bachelors,Female,3.0,55.0,83.09,13,48528,No
594,47.0,10,Marketing,PhD,Male,4.0,97.0,85.86,11,61853,Yes
595,37.0,19,IT,PhD,Male,3.0,,78.33,14,85187,No
596,29.0,15,HR,Bachelors,Female,2.0,41.0,81.15,2,64032,No
597,53.0,3,HR,PhD,Female,3.0,43.0,61.38,9,35985,No
598,,5,Finance,Masters,Female,1.0,60.0,85.56,2,35414,No
599,33.0,2,Finance,Masters,Female,2.0,78.0,63.26,13,26156,No
600,48.0,8,Finance,Bachelors,Male,1.0,73.0,77.4,1,44126,No
601,49.0,9,HR,Masters,Female,2.0,69.0,71.71,10,54252,No
602,,13,Sales,Bachelors,Female,4.0,45.0,81.82,2,63543,No
603,55.0,10,Marketing,Bachelors,Male,4.0,56.0,65.34,12,53271,No
604,26.0,17,Sales,Masters,Female,4.0,,87.67,7,79295,Yes
605,,11,Sales,Bachelors,Female,1.0,64.0,91.8,8,54076,No
606,25.0,11,HR,Masters,Male,5.0,44.0,66.53,5,63902,No
607,45.0,12,Sales,PhD,Male,,44.0,64.17,6,57709,No
608,22.0,12,IT,,Male,4.0,59.0,65.82,12,68346,No
609,30.0,18,Finance,Bachelors,Female,2.0,55.0,95.09,1,78221,No
610,50.0,18,IT,,Female,1.0,90.0,81.13,6,80937,No
611,,13,Marketing,Masters,Male,5.0,,78.69,12,72529,Yes
612,53.0,3,Finance,PhD,Male,1.0,76.0,64.27,8,32722,No
613,21.0,12,Sales,PhD,Female,2.0,79.0,85.98,13,63201,No
614,38.0,7,Marketing,Masters,Male,5.0,48.0,94.72,3,50144,No
615,52.0,18,Finance,Bachelors,Male,5.0,44.0,93.13,11,84606,No
616,31.0,11,Sales,PhD,Male,1.0,81.0,85.04,1,56766,No
617,41.0,17,IT,Bachelors,Female,4.0,96.0,63.01,11,74730,Yes
618,46.0,5,Finance,Bachelors,Female,2.0,41.0,64.5,4,38890,No
619,45.0,17,Sales,PhD,Female,3.0,48.0,61.97,1,73648,No
620,42.0,18,IT,Bachelors,Female,3.0,82.0,70.3,14,79228,No
621,47.0,4,Marketing,,Female,,75.0,65.43,8,31130,No
622,,8,Marketing,Masters,Female,2.0,61.0,70.4,5,47366,No
623,,2,Marketing,Bachelors,Male,2.0,61.0,75.4,1,26506,No
624,54.0,9,Marketing,,Female,1.0,61.0,97.72,14,46158,No
625,55.0,18,HR,PhD,Female,2.0,73.0,84.42,8,75916,No
626,21.0,2,Finance,PhD,Male,,94.0,93.4,9,32229,No
627,41.0,14,Finance,Masters,Female,1.0,,88.41,10,68858,No
628,26.0,0,HR,PhD,Female,4.0,77.0,64.5,2,29265,No
629,48.0,6,Sales,Bachelors,Male,2.0,98.0,89.44,9,41136,No
630,37.0,11,Sales,Bachelors,Male,1.0,85.0,71.0,8,52689,No
631,25.0,16,Marketing,Bachelors,Male,2.0,72.0,85.56,7,74190,No
632,51.0,19,IT,PhD,Female,1.0,57.0,73.64,3,76810,No
633,25.0,4,Sales,Bachelors,Male,2.0,46.0,99.91,2,37152,No
634,58.0,3,IT,PhD,Female,4.0,40.0,70.54,7,32012,No
635,23.0,11,Finance,Bachelors,Female,4.0,72.0,71.17,5,61938,Yes
636,,19,IT,Masters,Female,2.0,40.0,97.23,6,83999,No
637,57.0,17,Finance,PhD,Female,1.0,63.0,60.99,4,75219,No
638,57.0,16,HR,PhD,Male,3.0,43.0,87.87,2,74328,No
639,30.0,18,HR,Bachelors,Male,4.0,43.0,89.01,9,80621,No
640,30.0,8,Marketing,PhD,Female,4.0,57.0,93.46,3,50683,No
641,39.0,3,Sales,PhD,Male,3.0,66.0,98.98,12,37872,No
642,37.0,1,Marketing,Masters,Female,2.0,82.0,99.02,14,27310,No
643,41.0,3,Finance,Masters,Female,1.0,98.0,62.61,7,26652,No
644,34.0,1,Marketing,Bachelors,Female,2.0,71.0,92.87,14,27799,No
645,29.0,14,IT,Masters,Male,5.0,72.0,85.85,8,75812,Yes
646,21.0,1,Finance,Bachelors,Female,4.0,67.0,85.89,2,29790,No
647,33.0,3,HR,Bachelors,Female,5.0,81.0,65.13,14,35645,No
648,24.0,5,Sales,,Male,,80.0,86.01,6,42512,Yes
649,21.0,6,Finance,PhD,Male,4.0,94.0,99.3,11,45759,Yes
650,52.0,9,Finance,Masters,Male,5.0,75.0,96.47,8,57874,Yes
651,,18,IT,Bachelors,Male,5.0,99.0,77.57,7,82688,Yes
652,48.0,18,Sales,Masters,Female,,45.0,61.6,11,80689,No
653,51.0,11,HR,Bachelors,Male,5.0,55.0,74.49,3,59379,No
654,28.0,2,Finance,Masters,Female,,73.0,93.06,1,29243,No
655,59.0,12,Finance,Masters,Male,2.0,62.0,88.06,14,64580,No
656,46.0,17,IT,Bachelors,Male,,89.0,78.37,6,76507,No
657,54.0,7,Marketing,PhD,Male,4.0,81.0,62.2,8,51819,Yes
658,23.0,14,HR,Masters,Male,4.0,,77.08,6,73593,Yes
659,32.0,0,Sales,,Male,5.0,95.0,78.76,5,27653,No
660,,2,Finance,PhD,Male,4.0,88.0,97.14,11,34611,No
661,25.0,7,Finance,Bachelors,Female,5.0,52.0,85.64,12,52127,No
662,50.0,3,HR,Bachelors,Male,4.0,95.0,72.47,8,35923,No
663,50.0,15,Marketing,Bachelors,Male,1.0,57.0,81.01,2,70459,No
664,37.0,9,Finance,,Male,,93.0,62.64,12,49912,No
665,,11,HR,Bachelors,Male,5.0,52.0,98.9,1,63130,No
666,35.0,13,IT,Bachelors,Female,4.0,88.0,74.4,1,67439,Yes
667,57.0,13,Marketing,Masters,Male,4.0,76.0,79.11,14,69880,Yes
668,41.0,1,Sales,Masters,Male,2.0,82.0,74.21,4,28449,No
669,34.0,4,Finance,Bachelors,Male,3.0,78.0,87.3,6,34725,No
670,22.0,4,HR,Bachelors,Male,5.0,81.0,86.49,13,46304,Yes
671,31.0,5,IT,Bachelors,Female,3.0,56.0,88.61,9,43522,No
672,59.0,12,Sales,,Male,3.0,54.0,70.73,1,61784,No
673,58.0,8,HR,,Female,5.0,57.0,72.63,12,58472,No
674,54.0,14,HR,PhD,Male,4.0,62.0,65.01,1,66232,Yes
675,58.0,13,Sales,,Female,5.0,,86.22,13,72808,Yes
676,54.0,6,IT,PhD,Female,,,61.59,13,47338,No
677,38.0,19,IT,Masters,Male,,69.0,83.91,5,87446,Yes
678,50.0,1,Marketing,PhD,Male,,97.0,94.79,10,24616,No
679,,6,Finance,PhD,Female,5.0,73.0,95.63,5,47725,Yes
680,47.0,5,Sales,Bachelors,Female,5.0,97.0,77.96,5,43677,Yes
681,54.0,16,Sales,,Male,4.0,43.0,78.37,10,77287,No
682,58.0,1,Sales,,Female,1.0,42.0,63.08,6,28480,No
683,53.0,2,IT,PhD,Female,1.0,46.0,86.83,8,24409,No
684,,4,Finance,,Female,4.0,95.0,92.85,3,43205,Yes
685,35.0,4,Marketing,Masters,Male,,57.0,69.79,9,31256,No
686,50.0,0,HR,Bachelors,Female,5.0,81.0,76.85,13,26721,No
687,37.0,7,HR,Bachelors,Female,5.0,46.0,93.55,1,47423,No
688,25.0,11,Sales,Masters,Female,3.0,79.0,95.08,4,58953,No
689,49.0,3,Finance,PhD,Male,4.0,45.0,69.73,9,34990,No
690,24.0,12,IT,,Male,,61.0,82.02,14,58195,No
691,,14,Finance,PhD,Female,,97.0,67.7,8,67559,No
692,37.0,10,Finance,Masters,Male,,40.0,64.08,10,51365,No
693,30.0,9,IT,Bachelors,Female,5.0,43.0,96.44,9,53244,No
694,37.0,2,Sales,Bachelors,Male,3.0,85.0,92.82,1,33766,No
695,40.0,13,Finance,Bachelors,Male,1.0,88.0,90.4,9,61302,No
696,44.0,15,HR,PhD,Female,4.0,91.0,61.95,3,69306,Yes
697,,9,IT,PhD,Male,3.0,89.0,93.75,11,50402,No
698,54.0,9,Marketing,Masters,Male,5.0,82.0,77.52,12,52496,Yes
699,26.0,11,Sales,Masters,Male,3.0,,73.7,10,57399,No
700,22.0,8,IT,Bachelors,Female,4.0,60.0,81.86,9,47909,No
701,33.0,0,Marketing,PhD,Male,3.0,65.0,63.65,1,21372,No
702,31.0,4,Marketing,,Male,5.0,53.0,90.27,1,43236,No
703,43.0,19,Finance,PhD,Female,1.0,48.0,83.3,9,75344,No
704,36.0,7,Finance,PhD,Male,,98.0,67.46,11,54515,Yes
705,51.0,10,Finance,Bachelors,Male,,86.0,67.53,14,49431,No
706,31.0,11,IT,,Male,2.0,51.0,67.37,6,56670,No
707,,0,IT,,Male,5.0,81.0,62.28,4,27784,No
708,28.0,19,Sales,PhD,Male,5.0,90.0,83.51,7,91407,Yes
709,24.0,10,Finance,PhD,Female,4.0,95.0,93.61,5,54695,Yes
710,24.0,4,Marketing,,Female,3.0,90.0,60.7,10,34907,No
711,45.0,14,HR,Bachelors,Male,1.0,45.0,61.96,14,63814,No
712,23.0,4,Sales,Masters,Male,,59.0,82.91,7,29780,No
713,52.0,11,IT,Bachelors,Male,4.0,63.0,92.78,8,57019,Yes
714,23.0,4,Sales,Masters,Female,4.0,66.0,73.07,8,36403,Yes
715,47.0,16,Sales,PhD,Female,3.0,77.0,73.98,1,70426,No
716,49.0,16,Sales,Masters,Male,3.0,47.0,83.85,8,77855,No
717,52.0,11,Sales,Bachelors,Male,5.0,40.0,70.97,6,63868,No
718,39.0,14,HR,Bachelors,Female,2.0,93.0,61.06,4,61010,No
719,41.0,14,Finance,PhD,Male,3.0,88.0,89.41,13,69330,No
720,25.0,5,Marketing,Bachelors,Female,4.0,88.0,85.03,14,47230,Yes
721,38.0,11,Sales,PhD,Female,3.0,63.0,83.23,12,56825,No
722,,19,Sales,,Male,1.0,86.0,89.67,8,81464,No
723,42.0,17,Sales,,Female,,46.0,87.01,3,73003,No
724,41.0,13,Finance,PhD,Male,,58.0,68.24,13,73267,No
725,26.0,1,IT,Masters,Male,1.0,61.0,74.1,4,27195,No
726,,8,IT,Bachelors,Male,1.0,96.0,65.04,6,47720,No
727,25.0,4,HR,Masters,Male,,94.0,65.19,11,34088,No
728,32.0,19,IT,Bachelors,Male,5.0,99.0,87.05,7,83789,Yes
729,,0,Sales,Bachelors,Male,4.0,74.0,94.34,4,26036,No
730,54.0,2,Sales,Bachelors,Female,5.0,,98.51,4,38377,No
731,34.0,5,Sales,Bachelors,Female,3.0,68.0,85.13,7,43598,No
732,46.0,4,HR,Masters,Female,1.0,61.0,67.36,6,33838,No
733,47.0,4,Sales,Masters,Female,3.0,50.0,64.23,13,38872,No
734,29.0,0,IT,Bachelors,Male,4.0,,92.51,11,26653,No
735,46.0,16,Finance,Bachelors,Female,3.0,68.0,83.15,8,73299,No
736,,18,Finance,Masters,Female,5.0,,84.73,1,88268,Yes
737,50.0,13,Marketing,PhD,Female,3.0,80.0,91.26,10,60973,No
